Volatility 3 Framework 2.27.0

Offset	Name
0x8c88b63a6b90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ab360	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ab7d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63abef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ac380	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ace10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ad5c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63af350	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b0540	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b07e0	\Program Files (x86)\Microsoft Office\root\Licenses16\OneNoteR_OEM_Perp-pl.xrm-ms
0x8c88b63b1e30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b21e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b2ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b42f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b51b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b6080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63b9430	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63baac0	\kw_pipe_server_tdungan
0x8c88b63bb080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bb280	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bbcc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bbef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bc2f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bca60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bcc20	\Windows\System32\fwcfg.dll
0x8c88b63bcef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bd080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bd350	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bec10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bf460	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63bfc80	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\TRANSLAT\MSB1CORE.DLL
0x8c88b63c0490	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c0620	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c07d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c1620	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\ACEEXCL.DLL
0x8c88b63c1ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c2160	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c2a70	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c3080	\Program Files (x86)\McAfee\VirusScan Enterprise\QuarCpl.dll
0x8c88b63c3a60	\Windows\SysWOW64\Windows.Media.MediaControl.dll
0x8c88b63c4220	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c4490	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c4b80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c5300	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c56b0	\Windows\System32\AppXDeploymentExtensions.desktop.dll
0x8c88b63c5cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c5ef0	\Windows\SysWOW64\en-US\dsreg.dll.mui
0x8c88b63c72b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c8080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c8230	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63c8cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ca650	\Users\tdungan\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\DiagtrackClientBackgroundTaskOnTimer\BackgroundTask.2018-09-06T13.53.56.ad90cca7-d4f9-4e02-8f64-0e2db75ec568\FeedbackHubLog.2018-09-06T13.53.56.txt.~tmp
0x8c88b63cbc00	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63cc080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ccb30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ccef0	\Users\tdungan\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms
0x8c88b63cd740	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ceef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63cf080	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\ka\Microsoft.Mashup.Document.resources.dll
0x8c88b63d0160	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63d0730	\Users\tdungan\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\DiagtrackClientBackgroundTaskOnTimer\BackgroundTask.2018-09-06T02.30.44.bb5c1c19-8b98-461b-b354-449c77a06100\FeedbackHubLog.2018-09-06T02.30.44.txt.~tmp
0x8c88b63d1390	\Users\tdungan\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\DiagtrackClientBackgroundTaskOnTimer\BackgroundTask.2018-09-05T22.29.53.d67297c1-34d0-4686-89e4-8ca1d98fd8fe\FeedbackHubLog.2018-09-05T22.29.53.txt.~tmp
0x8c88b63d2710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63d34d0	\Program Files (x86)\Microsoft Office\root\Licenses16\PublisherVL_KMS_Client-ppd.xrm-ms
0x8c88b63d5080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63d54e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63d6650	\Windows\Prefetch\CONSENT.EXE-531BD9EA.pf
0x8c88b63d8ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63da4f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63db130	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63dc7e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63dcc10	\Users\tdungan\AppData\Local\Microsoft\Group Policy\History\{6D9E1123-8F21-485D-8286-C2BC11DAE7FD}\S-1-5-21-3445421715-2530590580-3149308974-1116\Preferences\Drives\Drives.xml
0x8c88b63de080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63de2d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63debd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63df4f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63dfef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e1300	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e1a40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e1bf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e21d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e2b70	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e32f0	\Windows\Prefetch\UNINS000.EXE-4B57FA1A.pf
0x8c88b63e3480	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e3610	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e3890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e4ef0	\Users\tdungan\AppData\Local\Temp\wct25BA.tmp
0x8c88b63e5080	\Windows\Prefetch\SVCHOST.EXE-D6693F60.pf
0x8c88b63e5b50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e6350	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e7780	\Windows\Prefetch\PING.EXE-7E94E73E.pf
0x8c88b63e79c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e7dd0	\Windows\Prefetch\SCHTASKS.EXE-AD598958.pf
0x8c88b63e84c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e8650	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e8ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e9800	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63e99c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ea080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63eacc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ebef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ed6f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ee870	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ef2e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ef9a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f22b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f2e30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f49c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f4ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f5370	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f6d80	\kw_pipe_server_tdungan
0x8c88b63f74b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f7920	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f8d80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63f9cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63fa540	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63fb080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63fbb10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63fcc90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63fd8a0	\Program Files (x86)\Microsoft Office\root\Office16\lync99.exe
0x8c88b63fdef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63fe780	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ff080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b63ff770	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoR_Grace-ul-oob.xrm-ms
0x8c88b6400ef0	\Users\tdungan\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x8c88b6405380	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6406080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64071e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64075a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64077a0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Wallet_2.2.18065.0_x64__8wekyb3d8bbwe\S-1-5-21-3445421715-2530590580-3149308974-1116.pckgdep
0x8c88b6407930	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6407c80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6408080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6409080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640a650	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640e340	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640e4d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640e740	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640f3a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640f7d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640fac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b640fda0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64104b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64108d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6410b30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6410cc0	\Windows\System32\en-US\srcore.dll.mui
0x8c88b6412240	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64127a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6413e30	\$Directory
0x8c88b6414330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6414640	\Program Files (x86)\Microsoft Office\root\Licenses16\ExcelR_Retail-ul-phn.xrm-ms
0x8c88b64153c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6415c20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6415ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6416080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6416620	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641a330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641a7a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641a930	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641c330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641e120	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641e2b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641ee40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641fbf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b641fd80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6421de0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6422680	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6422810	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64229a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6423870	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6426260	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6427570	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6429080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6429ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642a2b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642a730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642b350	\Windows\System32\microsoft-windows-kernel-power-events.dll
0x8c88b642b6f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642d490	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642d900	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642da90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642def0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642e080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642e790	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b642fef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64302d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6433860	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6435c70	\$Directory
0x8c88b6436ab0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6437080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6437650	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643b080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643b680	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643b980	\Windows\System32\en-US\netmsg.dll.mui
0x8c88b643c440	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643cef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643db50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643ed60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b643eef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6440550	֨뙄貈￿֨뙄貈￿
0x8c88b6441b50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6441ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6442ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6443570	\Windows\System32\swprv.dll
0x8c88b6444570	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6444d80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6446750	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6446ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6447080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6447370	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6448320	\$Directory
0x8c88b6448560	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644a080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644a9a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644ab30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644acc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644b720	\Windows\System32\PeerDistSh.dll
0x8c88b644c4d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644d910	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644dcc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644e330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644e720	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644ec10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644f080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b644fef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64515a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6453630	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64544b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6456080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64565e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64569a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6457b10	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioStdO365R_SubTest-ppd.xrm-ms
0x8c88b6458890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6458cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6459890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b645b080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b645b280	\kw_pipe_server_tdungan
0x8c88b645c080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b645c360	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b645c4f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b645c6a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b645ec20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6461430	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6462d30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6465920	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6466410	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6466850	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6468810	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64689a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6468b30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6469080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64694a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6469770	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646aad0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646ac60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646aef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646bcc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646c080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646c3c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646c860	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646d580	\Windows\Prefetch\UNINS000.EXE-CE92102C.pf
0x8c88b646e170	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646e300	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646e580	\Windows\Prefetch\NGEN.EXE-EC3F9239.pf
0x8c88b646e5b0	뙆貈￿뙆貈￿
0x8c88b646e710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646e8a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b646fac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6470080	\kw_pipe_server_tdungan
0x8c88b6470a90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6471870	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6472510	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6472a50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64747d0	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\ja\Microsoft.Mashup.Client.Windows.resources.dll
0x8c88b6475bf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6475d90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6476630	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6476b50	\$Directory
0x8c88b6477080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6478080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6478960	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6478cd0	\kw_pipe_server_tdungan
0x8c88b6478ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b647a080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b647b890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b647bb20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b647c080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b647e080	\$Directory
0x8c88b647f080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6481890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6482080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6482700	\kw_pipe_server_tdungan
0x8c88b6482890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6482c80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6484730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6485cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6488080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6488320	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6489200	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6489390	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648a080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648a270	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648a810	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648b780	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648c940	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648cef0	\Users\tdungan\AppData\Local\Temp\AdobeARM.log
0x8c88b648d5c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648d750	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648e980	\CMNotify
0x8c88b648ed40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648eef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b648f880	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoR_ConsumerSub_Bypass30-ppd.xrm-ms
0x8c88b64907e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6491080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64913a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6491a90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6492570	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6492700	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6492a10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6492ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6493ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6494840	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64949d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6495560	\Windows\appcompat\UA\Appraiser_RS4.JSON
0x8c88b6495590	嗨뙉貈￿嗨뙉貈￿
0x8c88b64956f0	\Windows\WinSxS\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.9348_none_88dedda92fafc8db\msvcr80.dll
0x8c88b64962a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6496a30	\$MapAttributeValue
0x8c88b6496ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64974f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b6498bd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64996a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649b080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649b9c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649c2b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649c740	\Windows\System32\Windows.Devices.Sensors.dll
0x8c88b649def0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649ecd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649f080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b649f2f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a0ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a0cc0	\Program Files (x86)\Microsoft Office\root\Licenses16\PowerPointR_OEM_Perp-ul-oob.xrm-ms
0x8c88b64a1590	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a1880	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a1ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a2a90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a3540	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64a7350	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64ab330	\Program Files (x86)\Microsoft Office\root\Licenses16\O365SmallBusPremR_Grace-ppd.xrm-ms
0x8c88b64ab4c0	\Windows\System32\fmifs.dll
0x8c88b64ac170	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64ac480	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\PROOF\MSLID.DLL
0x8c88b64accc0	\kw_pipe_server_tdungan
0x8c88b64ad9b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64adb40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64adcd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64ae560	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64ae6f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64afef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64b0ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64b1750	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b64b2850	\Windows\System32\SensorsNativeApi.dll
